QID,question,answer,correct,choice
81,What is the name of a Japanese art form that features trees grown in containers?,Kawaii,FALSE,A
81,What is the name of a Japanese art form that features trees grown in containers?,Manga,FALSE,C
161,What is the name of London's electronic public transit pass?,Opal,FALSE,A
161,What is the name of London's electronic public transit pass?,Oyster,TRUE,B
161,What is the name of London's electronic public transit pass?,Presto,FALSE,C
488,What is the name of the artistic logo renderings that appear on Google’s homepage?,Google Doodads,FALSE,C
488,What is the name of the artistic logo renderings that appear on Google’s homepage?,Google Doodles,TRUE,B
488,What is the name of the artistic logo renderings that appear on Google’s homepage?,Google Dudez,FALSE,A
1138,What is the name of the company behind the classic “Doom” and “Quake” computer games?,Ego,FALSE,C
1138,What is the name of the company behind the classic “Doom” and “Quake” computer games?,Id,TRUE,A
1138,What is the name of the company behind the classic “Doom” and “Quake” computer games?,Superego,FALSE,B
1347,What is the name of the first book of the Christian Bible?,Fellowship of the Ring,FALSE,C
1347,What is the name of the first book of the Christian Bible?,Genesis,TRUE,B
1347,What is the name of the first book of the Christian Bible?,The Sorcerer’s Stone,FALSE,A
1459,What is the name of the imaginary line at zero degrees latitude?,Equator,TRUE,B
1459,What is the name of the imaginary line at zero degrees latitude?,Prime Meridian,FALSE,A
1459,What is the name of the imaginary line at zero degrees latitude?,Tropic of Capricorn,FALSE,C
1384,What is the name of the layer that lies between the crust and core of the Earth?,Continent,FALSE,C
1384,What is the name of the layer that lies between the crust and core of the Earth?,Mantle,TRUE,A
1384,What is the name of the layer that lies between the crust and core of the Earth?,Ocean,FALSE,B
1485,What is the name of the robot that has spent more than 10 Earth years exploring Mars?,Opportunity,TRUE,C
1485,What is the name of the robot that has spent more than 10 Earth years exploring Mars?,Pathfinder,FALSE,B
1485,What is the name of the robot that has spent more than 10 Earth years exploring Mars?,Spirit,FALSE,A
934,What is the name of the scientific process that turns sugars into alcohol?,Fermentation,TRUE,A
934,What is the name of the scientific process that turns sugars into alcohol?,Mutation,FALSE,C
934,What is the name of the scientific process that turns sugars into alcohol?,Photosynthesis,FALSE,B
1334,What is the name of the traditional Japanese art form that combines dancing and theater?,Kabuki,TRUE,B
1334,What is the name of the traditional Japanese art form that combines dancing and theater?,Pattycake,FALSE,C
1334,What is the name of the traditional Japanese art form that combines dancing and theater?,Surfboarding,FALSE,A
1210,What is the nickname of the NHL player with the record for most games ever played?,Mr. Goalie,FALSE,A
1210,What is the nickname of the NHL player with the record for most games ever played?,Mr. Hockey,TRUE,B
1210,What is the nickname of the NHL player with the record for most games ever played?,Mr. Invincible,FALSE,C
1086,What is the official language of Brazil?,French,FALSE,B
1086,What is the official language of Brazil?,Portuguese,TRUE,C
1086,What is the official language of Brazil?,Spanish,FALSE,A
681,What is the official language of the tiny nation between France and Spain?,Catalan,TRUE,A
681,What is the official language of the tiny nation between France and Spain?,French,FALSE,B
681,What is the official language of the tiny nation between France and Spain?,Spanish,FALSE,C
636,What is the only U.S. state home to two Ivy League schools?,Massachusetts,FALSE,B
636,What is the only U.S. state home to two Ivy League schools?,New York,TRUE,A
636,What is the only U.S. state home to two Ivy League schools?,Pennsylvania,FALSE,C
786,What is the predominant keyboard layout in North America?,FLIRTY,FALSE,B
786,What is the predominant keyboard layout in North America?,QWERTY,TRUE,A
786,What is the predominant keyboard layout in North America?,THRIVING,FALSE,C
1123,What is the proper name for a maker of barrels?,Chandler,FALSE,C
1123,What is the proper name for a maker of barrels?,Cooper,TRUE,A
1123,What is the proper name for a maker of barrels?,Fletcher,FALSE,B
1487,What is the real name of the co-founder of Cash Money Records?,Bryan Williams,TRUE,C
1487,What is the real name of the co-founder of Cash Money Records?,Dwayne Carter,FALSE,A
1487,What is the real name of the co-founder of Cash Money Records?,Sean Combs,FALSE,B
1264,What is the term for illegally crossing the street while not at a crosswalk?,Jaywalking,TRUE,C
1264,What is the term for illegally crossing the street while not at a crosswalk?,Joewalking,FALSE,A
1264,What is the term for illegally crossing the street while not at a crosswalk?,Mikewalking,FALSE,B
1520,What is the term in typography for adjusting the spacing between characters to create the best look?,Blocking,FALSE,B
1520,What is the term in typography for adjusting the spacing between characters to create the best look?,Kerning,TRUE,A
1520,What is the term in typography for adjusting the spacing between characters to create the best look?,Strafing,FALSE,C
703,"What is the zip code for Beverly Hills, California?",01209,FALSE,C
703,"What is the zip code for Beverly Hills, California?",10528,FALSE,A
703,"What is the zip code for Beverly Hills, California?",90210,TRUE,B
248,What is traditional to wear on St. Patrick’s Day?,Fancy gown,FALSE,A
248,What is traditional to wear on St. Patrick’s Day?,Minions onesie,FALSE,C
248,What is traditional to wear on St. Patrick’s Day?,The color green,TRUE,B
1449,What judge oversaw the 1994-95 trial of OJ Simpson?,Joe Brown,FALSE,B
1449,What judge oversaw the 1994-95 trial of OJ Simpson?,Lance Ito,TRUE,A
1449,What judge oversaw the 1994-95 trial of OJ Simpson?,Mills Lane,FALSE,C
947,What kind of number is the decimal expansion of 1/7?,Ending,FALSE,C
947,What kind of number is the decimal expansion of 1/7?,Endless but repeating,TRUE,A
947,What kind of number is the decimal expansion of 1/7?,Irrational,FALSE,B
1238,What kind of power do televisions run on?,Caffeine,FALSE,B
1238,What kind of power do televisions run on?,Electricity,TRUE,A
1238,What kind of power do televisions run on?,Pure charisma,FALSE,C
895,What kind of salad normally contains the most lettuce?,Caesar salad,TRUE,C
895,What kind of salad normally contains the most lettuce?,Fruit salad,FALSE,B
895,What kind of salad normally contains the most lettuce?,Potato salad,FALSE,A
1258,What kind of tax does NOT apply in the regular edition of Monopoly?,Income tax,FALSE,C
1258,What kind of tax does NOT apply in the regular edition of Monopoly?,Poor tax,FALSE,B
1258,What kind of tax does NOT apply in the regular edition of Monopoly?,Property tax,TRUE,A
751,What kitchen appliance is typically used to brown slices of bread?,French press,FALSE,C
751,What kitchen appliance is typically used to brown slices of bread?,Immersion blender,FALSE,B
751,What kitchen appliance is typically used to brown slices of bread?,Toaster,TRUE,A
1110,What land animal holds the Guinness World Record for the largest mouth?,African elephant,FALSE,B
1110,What land animal holds the Guinness World Record for the largest mouth?,Bengal tiger,FALSE,C
1110,What land animal holds the Guinness World Record for the largest mouth?,Hippopotamus,TRUE,A
83,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,Annie Oakley,FALSE,A
83,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,Martha Jane Cannary,TRUE,C
83,What legendary “Buffalo Bill’s Wild West” star had a negative-sounding nickname?,May Lillie,FALSE,B
580,What legendary singer has a son who has directed a Will Ferrell movie?,Bob Dylan,TRUE,B
580,What legendary singer has a son who has directed a Will Ferrell movie?,David Bowie,FALSE,C
580,What legendary singer has a son who has directed a Will Ferrell movie?,James Taylor,FALSE,A
1477,What long-running science fiction franchise began aboard the spacecraft Nostromo?,Alien,TRUE,B
1477,What long-running science fiction franchise began aboard the spacecraft Nostromo?,Planet of the Apes,FALSE,C
1477,What long-running science fiction franchise began aboard the spacecraft Nostromo?,Star Trek,FALSE,A
73,"What male singing voice type is higher than a bass, but lower than a tenor?",Baritone,TRUE,A
73,"What male singing voice type is higher than a bass, but lower than a tenor?",Countertenor,FALSE,B
73,"What male singing voice type is higher than a bass, but lower than a tenor?",Sopranist,FALSE,C
177,"What math concept is traditionally notated by a tall, S-shaped curve?",Integral,TRUE,C
177,"What math concept is traditionally notated by a tall, S-shaped curve?",Second derivative,FALSE,A
177,"What math concept is traditionally notated by a tall, S-shaped curve?",Series,FALSE,B
653,What meal combines elements of breakfast and lunch?,Brunch,TRUE,C
653,What meal combines elements of breakfast and lunch?,Linner,FALSE,A
653,What meal combines elements of breakfast and lunch?,Supsert,FALSE,B
309,What medical device must legally be available at U.S. public gathering places?,Defibrillator,TRUE,B
309,What medical device must legally be available at U.S. public gathering places?,EpiPen,FALSE,C
309,What medical device must legally be available at U.S. public gathering places?,Oxygen tank,FALSE,A
1328,What music legend’s hat stole the show at the 2009 presidential inauguration?,Aretha Franklin,TRUE,A
1328,What music legend’s hat stole the show at the 2009 presidential inauguration?,Keith Urban,FALSE,B
1328,What music legend’s hat stole the show at the 2009 presidential inauguration?,Pharrell,FALSE,C
389,What name does Marlon Brando famously yell in a 1951 film?,Laura,FALSE,A
389,What name does Marlon Brando famously yell in a 1951 film?,Marge,FALSE,C
389,What name does Marlon Brando famously yell in a 1951 film?,Stella,TRUE,B
473,What nation’s currency shares its name with an iconic Sylvester Stallone character?,Panama,TRUE,A
473,What nation’s currency shares its name with an iconic Sylvester Stallone character?,Romania,FALSE,B
473,What nation’s currency shares its name with an iconic Sylvester Stallone character?,Turkmenistan,FALSE,C
579,What nation’s unit of currency shares its spelling with a past-tense English verb?,Afghanistan,FALSE,C
579,What nation’s unit of currency shares its spelling with a past-tense English verb?,North Korea,TRUE,A
579,What nation’s unit of currency shares its spelling with a past-tense English verb?,Qatar,FALSE,B
1065,What old-fashioned musical instrument shares its name with a Greek muse?,Calliope,TRUE,A
1065,What old-fashioned musical instrument shares its name with a Greek muse?,Ocarina,FALSE,C
1065,What old-fashioned musical instrument shares its name with a Greek muse?,Orphica,FALSE,B
113,What Olympic legend was the subject of a song in an Oscar-nominated 1999 film?,Brian Boitano,TRUE,A
113,What Olympic legend was the subject of a song in an Oscar-nominated 1999 film?,Kristi Yamaguchi,FALSE,B
113,What Olympic legend was the subject of a song in an Oscar-nominated 1999 film?,Michelle Kwan,FALSE,C
331,What part of the body is damaged if you break your tibia?,Arm,FALSE,B
331,What part of the body is damaged if you break your tibia?,Leg,TRUE,A
331,What part of the body is damaged if you break your tibia?,Scalp,FALSE,C
1244,What PBS icon was named an honorary captain of a National Hockey League team?,Bob Ross,FALSE,B
1244,What PBS icon was named an honorary captain of a National Hockey League team?,Mister Rogers,TRUE,A
1244,What PBS icon was named an honorary captain of a National Hockey League team?,William F. Buckley Jr.,FALSE,C
898,What pedal is usually missing from a car with automatic transmission?,Brake,FALSE,A
898,What pedal is usually missing from a car with automatic transmission?,Clutch,TRUE,C
898,What pedal is usually missing from a car with automatic transmission?,Gas,FALSE,B
558,What phrase does NOT appear in the lyrics of the rock classic “American Pie?”,Barefoot servants,TRUE,B
558,What phrase does NOT appear in the lyrics of the rock classic “American Pie?”,Dirges in the dark,FALSE,A
558,What phrase does NOT appear in the lyrics of the rock classic “American Pie?”,Fists of rage,FALSE,C
1168,What playwright wrote “Macbeth”?,Lin-Manuel Miranda,FALSE,C
1168,What playwright wrote “Macbeth”?,Tommy Wiseau,FALSE,A
1168,What playwright wrote “Macbeth”?,William Shakespeare,TRUE,B
195,"What pop star first recorded under the same name as the so-called ""sailor's devil""?",David Bowie,TRUE,B
195,"What pop star first recorded under the same name as the so-called ""sailor's devil""?",Elton John,FALSE,A
195,"What pop star first recorded under the same name as the so-called ""sailor's devil""?",Freddie Mercury,FALSE,C
47,What popular corn chip loosely translates to “little golden things” in Spanish?,Doritos,TRUE,C
47,What popular corn chip loosely translates to “little golden things” in Spanish?,Fritos,FALSE,B
47,What popular corn chip loosely translates to “little golden things” in Spanish?,Tostitos,FALSE,A
1003,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",Eminem,FALSE,C
1003,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",Ice Cube,TRUE,B
1003,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",Will Smith,FALSE,A
243,What rating does Dudley Moore give Bo Derek’s character in the film “10”?,Higher than ten,TRUE,A
243,What rating does Dudley Moore give Bo Derek’s character in the film “10”?,Lower than ten,FALSE,B
243,What rating does Dudley Moore give Bo Derek’s character in the film “10”?,Ten,FALSE,C
1363,What school shares its name with a character from the legends of King Arthur?,Columbia University,FALSE,C
1363,What school shares its name with a character from the legends of King Arthur?,Emory University,FALSE,A
1363,What school shares its name with a character from the legends of King Arthur?,Notre Dame,TRUE,B
1089,What shape are the faces of an octahedron?,Pentagons,FALSE,B
1089,What shape are the faces of an octahedron?,Trapezoids,FALSE,A
1089,What shape are the faces of an octahedron?,Triangles,TRUE,C
1303,What shape best describes the USDA’s current diagram of a balanced diet?,Circle,TRUE,C
1303,What shape best describes the USDA’s current diagram of a balanced diet?,Pyramid,FALSE,B
1303,What shape best describes the USDA’s current diagram of a balanced diet?,Square,FALSE,A
1242,What singer shares a name with a bygone empire headquartered in Ghana?,Aaliyah,FALSE,C
1242,What singer shares a name with a bygone empire headquartered in Ghana?,Ashanti,TRUE,B
1242,What singer shares a name with a bygone empire headquartered in Ghana?,Shakira,FALSE,A
6,What spice comes from the crocus flower?,Allspice,FALSE,B
6,What spice comes from the crocus flower?,Cloves,FALSE,A
6,What spice comes from the crocus flower?,Saffron,TRUE,C
253,What sport is often played with an item resembling a Buckminsterfullerene molecule?,American football,FALSE,B
253,What sport is often played with an item resembling a Buckminsterfullerene molecule?,Badminton,FALSE,A
253,What sport is often played with an item resembling a Buckminsterfullerene molecule?,Soccer,TRUE,C
1170,What sport usually has higher numbers in the final score than the other two?,Basketball,TRUE,C
1170,What sport usually has higher numbers in the final score than the other two?,Football,FALSE,B
1170,What sport usually has higher numbers in the final score than the other two?,Soccer,FALSE,A
664,What startup's name came from the co-founder watching a Fellini movie?,Etsy,TRUE,C
664,What startup's name came from the co-founder watching a Fellini movie?,Twilio,FALSE,B
664,What startup's name came from the co-founder watching a Fellini movie?,Vimeo,FALSE,A
1037,What state is home to the tallest mountain peak in the US?,Alaska,TRUE,A
1037,What state is home to the tallest mountain peak in the US?,Florida,FALSE,C
1037,What state is home to the tallest mountain peak in the US?,Massachusetts,FALSE,B
1493,What structure did King Kong famously climb?,Empire State Building,TRUE,B
1493,What structure did King Kong famously climb?,Hogwarts,FALSE,C
1493,What structure did King Kong famously climb?,Mount Everest,FALSE,A
1533,What synonym for “evil” comes from an old term referring to the left-hand side?,Depraved,FALSE,B
1533,What synonym for “evil” comes from an old term referring to the left-hand side?,Malevolent,FALSE,C
1533,What synonym for “evil” comes from an old term referring to the left-hand side?,Sinister,TRUE,A
633,"What term is often used to describe overly ornate, flowery writing?",Blue prose,FALSE,A
633,"What term is often used to describe overly ornate, flowery writing?",Purple prose,TRUE,B
633,"What term is often used to describe overly ornate, flowery writing?",Violet prose,FALSE,C
328,What term is used for both a formal set of clothes and a set of playing cards?,Suit,TRUE,A
328,What term is used for both a formal set of clothes and a set of playing cards?,Tuxedo T-shirt,FALSE,C
328,What term is used for both a formal set of clothes and a set of playing cards?,Waistcoat,FALSE,B
1434,What term refers to diving headfirst into a pool with arms wide open at the start?,Moose dive,FALSE,C
1434,What term refers to diving headfirst into a pool with arms wide open at the start?,Pig dive,FALSE,A
1434,What term refers to diving headfirst into a pool with arms wide open at the start?,Swan dive,TRUE,B
635,What traditional stew inspired the 1930s invention of the slow cooker?,Cholent,TRUE,C
635,What traditional stew inspired the 1930s invention of the slow cooker?,Goulash,FALSE,B
635,What traditional stew inspired the 1930s invention of the slow cooker?,Gumbo,FALSE,A
222,What TV acting award has Julia Louis-Dreyfus won the fewest number of times?,Golden Globe,TRUE,A
222,What TV acting award has Julia Louis-Dreyfus won the fewest number of times?,Primetime Emmy,FALSE,B
222,What TV acting award has Julia Louis-Dreyfus won the fewest number of times?,SAG Award,FALSE,C
618,What TV show title would you say after clinking glasses for a toast?,Cheers,TRUE,B
618,What TV show title would you say after clinking glasses for a toast?,Kevin Can Wait,FALSE,C
618,What TV show title would you say after clinking glasses for a toast?,Young Sheldon,FALSE,A
818,What type of card is typically used to make purchases at stores?,Birthday,FALSE,C
818,What type of card is typically used to make purchases at stores?,Blockbuster,FALSE,B
818,What type of card is typically used to make purchases at stores?,Credit,TRUE,A
1335,What type of grinning animal is famously featured in “Alice’s Adventures in Wonderland”?,Cat,TRUE,C
1335,What type of grinning animal is famously featured in “Alice’s Adventures in Wonderland”?,Lizard,FALSE,B
1335,What type of grinning animal is famously featured in “Alice’s Adventures in Wonderland”?,Pig,FALSE,A
903,What type of medical treatment gets its name from the Latin for “I shall please”?,Analgesic,FALSE,A
903,What type of medical treatment gets its name from the Latin for “I shall please”?,Narcotic,FALSE,B
903,What type of medical treatment gets its name from the Latin for “I shall please”?,Placebo,TRUE,C
415,What type of tutu was designed for Balanchine’s New York City Ballet?,Pancake,FALSE,B
415,What type of tutu was designed for Balanchine’s New York City Ballet?,Powder Puff,TRUE,C
415,What type of tutu was designed for Balanchine’s New York City Ballet?,Romantic,FALSE,A
1325,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,Chardonnay,TRUE,A
1325,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,Merlot,FALSE,C
1325,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,Sherry,FALSE,B
708,What U.S. sports league currently has two different players named Sebastian Aho?,MLB,FALSE,B
708,What U.S. sports league currently has two different players named Sebastian Aho?,NFL,FALSE,C
708,What U.S. sports league currently has two different players named Sebastian Aho?,NHL,TRUE,A
159,What U.S. state borders only one other U.S. state?,Alaska,FALSE,A
159,What U.S. state borders only one other U.S. state?,Maine,TRUE,B
159,What U.S. state borders only one other U.S. state?,Rhode Island,FALSE,C
295,What university’s mascot is a cartoonish clergy member?,Notre Dame,FALSE,C
295,What university’s mascot is a cartoonish clergy member?,UC San Diego,FALSE,A
295,What university’s mascot is a cartoonish clergy member?,Wake Forest,TRUE,B
1488,What US senator had a cameo in the comedy “Wedding Crashers”?,Joe Lieberman,FALSE,A
1488,What US senator had a cameo in the comedy “Wedding Crashers”?,John McCain,TRUE,B
1488,What US senator had a cameo in the comedy “Wedding Crashers”?,Patrick Leahy,FALSE,C
900,What was “Weird Al” Yankovic’s birth name?,Adam Iacopino,FALSE,C
900,What was “Weird Al” Yankovic’s birth name?,Albert Yarborough,FALSE,A
900,What was “Weird Al” Yankovic’s birth name?,Alfred Yankovic,TRUE,B
628,What was Galileo sentenced to do as punishment for writing about heliocentrism?,Destroy his library,FALSE,B
628,What was Galileo sentenced to do as punishment for writing about heliocentrism?,Pay indulgences,FALSE,A
628,What was Galileo sentenced to do as punishment for writing about heliocentrism?,Recite psalms,TRUE,C
773,What was Neil Armstrong’s most famous achievement?,Eating 14 cupcakes,FALSE,B
773,What was Neil Armstrong’s most famous achievement?,Learning French,FALSE,A
773,What was Neil Armstrong’s most famous achievement?,Walking on the moon,TRUE,C
461,What was the first Disney Channel series to run for 100 episodes?,Even Stevens,FALSE,A
461,What was the first Disney Channel series to run for 100 episodes?,Kim Possible,FALSE,B
461,What was the first Disney Channel series to run for 100 episodes?,That's So Raven,TRUE,C
10,What was the first product to have its barcode scanned at purchase?,Apple IIe,FALSE,C
10,What was the first product to have its barcode scanned at purchase?,Rubik’s Cube,FALSE,A
10,What was the first product to have its barcode scanned at purchase?,Wrigley's chewing gum,TRUE,B
2,What was the first theatrical feature film to be completely computer-animated?,Gone with the Wind,FALSE,A
2,What was the first theatrical feature film to be completely computer-animated?,Toy Story,TRUE,C
2,What was the first theatrical feature film to be completely computer-animated?,Toy Story 2,FALSE,B
326,What was the first video game to call Mario by the name Mario?,Donkey Kong,FALSE,A
326,What was the first video game to call Mario by the name Mario?,"Donkey Kong, Jr.",TRUE,C
326,What was the first video game to call Mario by the name Mario?,Wrecking Crew,FALSE,B
611,What was the inspiration behind the iconic Cartier “Love Bracelet”?,Audrey Hepburn's profile,FALSE,B
611,What was the inspiration behind the iconic Cartier “Love Bracelet”?,Chastity belts,TRUE,C
611,What was the inspiration behind the iconic Cartier “Love Bracelet”?,Eiffel Tower,FALSE,A
18,What was the least popular papal name of the 19th century?,Gregory,TRUE,C
18,What was the least popular papal name of the 19th century?,Leo,FALSE,A
18,What was the least popular papal name of the 19th century?,Pius,FALSE,B
449,What was the name of Calvin’s schoolteacher in the comic “Calvin and Hobbes”?,Miss Wormwood,TRUE,A
449,What was the name of Calvin’s schoolteacher in the comic “Calvin and Hobbes”?,Mrs. Crassbender,FALSE,C
449,What was the name of Calvin’s schoolteacher in the comic “Calvin and Hobbes”?,Ms. Braithwaite,FALSE,B
1435,What was the name of the wrestling giant who starred in “The Princess Bride”?,André,TRUE,C
1435,What was the name of the wrestling giant who starred in “The Princess Bride”?,Gerry,FALSE,A
1435,What was the name of the wrestling giant who starred in “The Princess Bride”?,Mitch,FALSE,B
1,What word completes the phrase: “Everything but the kitchen”?,Hogwash,FALSE,C
1,What word completes the phrase: “Everything but the kitchen”?,Kaleidoscope,FALSE,B
1,What word completes the phrase: “Everything but the kitchen”?,Sink,TRUE,A
94,What word does Nestlé use to describe their Toll House chocolate chips?,Morsels,TRUE,A
94,What word does Nestlé use to describe their Toll House chocolate chips?,Nibbles,FALSE,B
94,What word does Nestlé use to describe their Toll House chocolate chips?,Samples,FALSE,C
1001,What word is typically used to refer to a serving of ribs?,Cob,FALSE,A
1001,What word is typically used to refer to a serving of ribs?,Hoist,FALSE,C
1001,What word is typically used to refer to a serving of ribs?,Rack,TRUE,B
1076,What word refers to 128 cubic feet of firewood?,Cord,TRUE,A
1076,What word refers to 128 cubic feet of firewood?,Corner,FALSE,C
1076,What word refers to 128 cubic feet of firewood?,Course,FALSE,B
1425,What would you directly learn to do from the Chicago Manual of Style?,Accessorize a dress,FALSE,C
1425,What would you directly learn to do from the Chicago Manual of Style?,Kern a font,FALSE,B
1425,What would you directly learn to do from the Chicago Manual of Style?,Punctuate a sentence,TRUE,A
49,What zodiac sign features a creature that defends itself with an aculeus?,Cancer,FALSE,A
49,What zodiac sign features a creature that defends itself with an aculeus?,Sagittarius,FALSE,B
49,What zodiac sign features a creature that defends itself with an aculeus?,Scorpio,TRUE,C
33,What’s the anatomical name for the center of a hurricane?,Eye,TRUE,C
33,What’s the anatomical name for the center of a hurricane?,Pancreas,FALSE,B
33,What’s the anatomical name for the center of a hurricane?,Shinbone,FALSE,A
505,What’s the correct spelling of the word for a high school’s chief administrator?,Princepil,FALSE,B
505,What’s the correct spelling of the word for a high school’s chief administrator?,Principal,TRUE,A
505,What’s the correct spelling of the word for a high school’s chief administrator?,Principle,FALSE,C
1068,"When England had no monarch during the 17th century, the ruler held what title?",Executive Regent,FALSE,B
1068,"When England had no monarch during the 17th century, the ruler held what title?",Lord Protector,TRUE,A
1068,"When England had no monarch during the 17th century, the ruler held what title?",Minister General,FALSE,C
1062,"When in flight, what letter of the alphabet do migrating geese most commonly form?",T,FALSE,A
1062,"When in flight, what letter of the alphabet do migrating geese most commonly form?",V,TRUE,C
1062,"When in flight, what letter of the alphabet do migrating geese most commonly form?",X,FALSE,B
229,"When it comes to clothing, what is peplum?",Neck seam,FALSE,B
229,"When it comes to clothing, what is peplum?",Ruffle,TRUE,C
229,"When it comes to clothing, what is peplum?",Shoulder pad,FALSE,A
619,"When it comes to college sports, what does the first “A” stand for in NCAA?",Academic,FALSE,C
619,"When it comes to college sports, what does the first “A” stand for in NCAA?",Amateur,FALSE,A
619,"When it comes to college sports, what does the first “A” stand for in NCAA?",Athletic,TRUE,B
920,"When it comes to mail, what does the Z in “ZIP Code” stand for?",Zero,FALSE,B
920,"When it comes to mail, what does the Z in “ZIP Code” stand for?",Zone,TRUE,C
920,"When it comes to mail, what does the Z in “ZIP Code” stand for?",Zoom,FALSE,A
391,"When it comes to math, which Greek letter is typically used to represent an angle?",Kappa,FALSE,A
391,"When it comes to math, which Greek letter is typically used to represent an angle?",Lambda,FALSE,B
391,"When it comes to math, which Greek letter is typically used to represent an angle?",Theta,TRUE,C
393,"When microwave ovens were first sold, they were named for what technology?",Laser,FALSE,A
393,"When microwave ovens were first sold, they were named for what technology?",Radar,TRUE,B
393,"When microwave ovens were first sold, they were named for what technology?",X-ray,FALSE,C
1236,"When ranking the seven continents by population, which is in the exact middle?",Europe,FALSE,A
1236,"When ranking the seven continents by population, which is in the exact middle?",North America,TRUE,C
1236,"When ranking the seven continents by population, which is in the exact middle?",South America,FALSE,B
1079,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",Dwight Eisenhower,FALSE,B
1079,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",James Polk,FALSE,A
1079,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",Richard Nixon,TRUE,C
1211,"When referring to cameras, which of these words is part of the acronym DSLR?",Direct,FALSE,B
1211,"When referring to cameras, which of these words is part of the acronym DSLR?",Light,FALSE,A
1211,"When referring to cameras, which of these words is part of the acronym DSLR?",Single,TRUE,C
1408,"When referring to the rodent, which of these is the correct plural form of “mouse”?",Mice,TRUE,C
1408,"When referring to the rodent, which of these is the correct plural form of “mouse”?",Mouses,FALSE,A
1408,"When referring to the rodent, which of these is the correct plural form of “mouse”?",Octopi,FALSE,B
1052,"When spelled out, what is the only number whose letters appear in alphabetical order?",11,FALSE,A
1052,"When spelled out, what is the only number whose letters appear in alphabetical order?",4,FALSE,B
1052,"When spelled out, what is the only number whose letters appear in alphabetical order?",40,TRUE,C
1260,"When the US dollar currency was created, what was its value pegged to?",French franc,FALSE,B
1260,"When the US dollar currency was created, what was its value pegged to?",Price of gold,FALSE,A
1260,"When the US dollar currency was created, what was its value pegged to?",Spanish silver dollar,TRUE,C
441,"When the world’s oldest subway system opened, which was one of the stations?",Farringdon Street,TRUE,A
441,"When the world’s oldest subway system opened, which was one of the stations?",Porte de Vincennes,FALSE,C
441,"When the world’s oldest subway system opened, which was one of the stations?",Union Square,FALSE,B
1545,"When used as a slang term for money, how much is a “rack”?",$100,FALSE,B
1545,"When used as a slang term for money, how much is a “rack”?",$1000,TRUE,C
1545,"When used as a slang term for money, how much is a “rack”?",$20,FALSE,A
491,"When used in cookbooks, maceration typically means doing what to food?",Searing it,FALSE,B
491,"When used in cookbooks, maceration typically means doing what to food?",Slicing it,FALSE,A
491,"When used in cookbooks, maceration typically means doing what to food?",Softening it,TRUE,C
188,"When written in all caps, which insult refers to a common type of computer user interface?",Clod,FALSE,A
188,"When written in all caps, which insult refers to a common type of computer user interface?",Dolt,FALSE,C
188,"When written in all caps, which insult refers to a common type of computer user interface?",Wimp,TRUE,B
723,"When written in all caps, which woman’s name is a classification system for moths?",Emma,FALSE,B
723,"When written in all caps, which woman’s name is a classification system for moths?",Mara,FALSE,A
723,"When written in all caps, which woman’s name is a classification system for moths?",Mona,TRUE,C
84,Where did Bernese Mountain Dogs originate?,Afghanistan,FALSE,C
84,Where did Bernese Mountain Dogs originate?,Myanmar,FALSE,A
84,Where did Bernese Mountain Dogs originate?,Switzerland,TRUE,B
348,Where did the budget retailer Poundland open its first store in 1990?,Basildon,FALSE,A
348,Where did the budget retailer Poundland open its first store in 1990?,Blackpool,FALSE,B
348,Where did the budget retailer Poundland open its first store in 1990?,Burton-upon-Trent,TRUE,C
433,Where did the famous “gentleman’s agreement” to end the U.S. Civil War take place?,Georgia,FALSE,C
433,Where did the famous “gentleman’s agreement” to end the U.S. Civil War take place?,North Carolina,FALSE,B
433,Where did the famous “gentleman’s agreement” to end the U.S. Civil War take place?,Virginia,TRUE,A
376,Where is carpeting most commonly installed?,Floors,TRUE,A
376,Where is carpeting most commonly installed?,Roofs,FALSE,C
376,Where is carpeting most commonly installed?,Walls,FALSE,B
1111,Where is the largest sawgrass prairie in North America?,Arkansas,FALSE,B
1111,Where is the largest sawgrass prairie in North America?,Florida,TRUE,C
1111,Where is the largest sawgrass prairie in North America?,Montana,FALSE,A
380,Where on the body would you find the manipura chakra?,Between the eyes,FALSE,C
380,Where on the body would you find the manipura chakra?,Over the belly button,TRUE,A
380,Where on the body would you find the manipura chakra?,Within the heart,FALSE,B
467,Where was Abraham Lincoln’s most famous address delivered?,Gettysburg,TRUE,B
467,Where was Abraham Lincoln’s most famous address delivered?,Tajikistan,FALSE,C
467,Where was Abraham Lincoln’s most famous address delivered?,Zendegi,FALSE,A
1247,"Where was Richard Nixon speaking when he famously declared, “I am not a crook”?",Disney World,TRUE,B
